id_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy
96,Europe,Poland,09/06/2020,27160,599,427.857,1166,9,13.143,717.634,15.827,11.305,30.809,0.238,0.347,14798,988351,26.115,0.391,17924,0.474,41.892,0.024,53.7,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
97,Europe,Poland,10/06/2020,27560,400,452.143,1183,17,13,728.203,10.569,11.947,31.258,0.449,0.343,19368,1007719,26.626,0.512,17973,0.475,39.751,0.025,53.7,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
98,Europe,Poland,11/06/2020,27757,197,438.571,1206,23,13,733.408,5.205,11.588,31.865,0.608,0.343,16542,1024261,27.063,0.437,17254,0.456,39.341,0.025,53.7,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
99,Europe,Poland,12/06/2020,28201,444,450.429,1215,9,14,745.139,11.732,11.901,32.103,0.238,0.37,19378,1043639,27.575,0.512,16963,0.448,37.66,0.027,53.7,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
100,Europe,Poland,13/06/2020,28577,376,451.143,1222,7,12.143,755.074,9.935,11.92,32.288,0.185,0.321,15563,1059202,27.987,0.411,16222,0.429,35.958,0.028,53.7,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
101,Europe,Poland,14/06/2020,29017,440,433,1237,15,12,766.7,11.626,11.441,32.685,0.396,0.317,17049,1076251,28.437,0.45,16420,0.434,37.921,0.026,53.7,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
102,Europe,Poland,15/06/2020,29392,375,404.429,1247,10,12.857,776.609,9.908,10.686,32.949,0.264,0.34,10676,1086927,28.719,0.282,16196,0.428,40.047,0.025,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
103,Europe,Poland,16/06/2020,29788,396,375.429,1256,9,12.857,787.072,10.463,9.92,33.187,0.238,0.34,16403,1103330,29.153,0.433,16426,0.434,43.753,0.023,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
104,Europe,Poland,17/06/2020,30195,407,376.429,1272,16,12.714,797.826,10.754,9.946,33.609,0.423,0.336,22982,1126312,29.76,0.607,16942,0.448,45.007,0.022,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
105,Europe,Poland,18/06/2020,30701,506,420.571,1286,14,11.429,811.196,13.37,11.113,33.979,0.37,0.302,20906,1147218,30.312,0.552,17565,0.464,41.765,0.024,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
106,Europe,Poland,19/06/2020,31015,314,402,1316,30,14.429,819.492,8.297,10.622,34.772,0.793,0.381,23543,1170761,30.934,0.622,18160,0.48,45.174,0.022,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
107,Europe,Poland,20/06/2020,31316,301,391.286,1334,18,16,827.445,7.953,10.339,35.248,0.476,0.423,19640,1190401,31.453,0.519,18743,0.495,47.901,0.021,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
108,Europe,Poland,21/06/2020,31620,304,371.857,1346,12,15.571,835.478,8.032,9.825,35.565,0.317,0.411,18231,1208632,31.935,0.482,18912,0.5,50.858,0.02,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
109,Europe,Poland,22/06/2020,31931,311,362.714,1356,10,15.571,843.695,8.217,9.584,35.829,0.264,0.411,11041,1219673,32.227,0.292,18964,0.501,52.284,0.019,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
110,Europe,Poland,23/06/2020,32227,296,348.429,1359,3,14.714,851.516,7.821,9.206,35.908,0.079,0.389,18077,1237750,32.704,0.478,19203,0.507,55.113,0.018,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
111,Europe,Poland,24/06/2020,32527,300,333.143,1375,16,14.714,859.443,7.927,8.802,36.331,0.423,0.389,19251,1257001,33.213,0.509,18670,0.493,56.042,0.018,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
112,Europe,Poland,25/06/2020,32821,294,302.857,1396,21,15.714,867.211,7.768,8.002,36.886,0.555,0.415,21453,1278454,33.78,0.567,18748,0.495,61.904,0.016,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
113,Europe,Poland,26/06/2020,33119,298,300.571,1412,16,13.714,875.085,7.874,7.942,37.308,0.423,0.362,18336,1296790,34.264,0.484,18004,0.476,59.899,0.017,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
114,Europe,Poland,27/06/2020,33395,276,297,1429,17,13.571,882.378,7.293,7.847,37.758,0.449,0.359,19143,1315933,34.77,0.506,17933,0.474,60.38,0.017,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
115,Europe,Poland,28/06/2020,33714,319,299.143,1435,6,12.714,890.806,8.429,7.904,37.916,0.159,0.336,14818,1330751,35.162,0.392,17446,0.461,58.32,0.017,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
116,Europe,Poland,29/06/2020,33907,193,282.286,1438,3,11.714,895.906,5.1,7.459,37.995,0.079,0.31,7752,1338503,35.367,0.205,16976,0.449,60.138,0.017,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
117,Europe,Poland,30/06/2020,34154,247,275.286,1444,6,12.143,902.432,6.526,7.274,38.154,0.159,0.321,17807,1356310,35.837,0.471,16937,0.448,61.525,0.016,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
118,Europe,Poland,01/07/2020,34393,239,266.571,1463,19,12.571,908.747,6.315,7.043,38.656,0.502,0.332,21064,1377374,36.394,0.557,17196,0.454,64.508,0.016,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
119,Europe,Poland,02/07/2020,34775,382,279.143,1477,14,11.571,918.841,10.093,7.376,39.026,0.37,0.306,18803,1396177,36.89,0.497,16818,0.444,60.249,0.017,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
120,Europe,Poland,03/07/2020,35146,371,289.571,1492,15,11.429,928.643,9.803,7.651,39.422,0.396,0.302,23257,1419434,37.505,0.615,17521,0.463,60.507,0.017,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
121,Europe,Poland,04/07/2020,35405,259,287.143,1507,15,11.143,935.487,6.843,7.587,39.819,0.396,0.294,18415,1437849,37.991,0.487,17417,0.46,60.656,0.016,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
122,Europe,Poland,05/07/2020,35719,314,286.429,1512,5,11,943.783,8.297,7.568,39.951,0.132,0.291,14938,1452787,38.386,0.395,17434,0.461,60.867,0.016,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
123,Europe,Poland,06/07/2020,35950,231,291.857,1517,5,11.286,949.887,6.104,7.712,40.083,0.132,0.298,12125,1464912,38.707,0.32,18058,0.477,61.873,0.016,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
124,Europe,Poland,07/07/2020,36155,205,285.857,1521,4,11,955.304,5.417,7.553,40.189,0.106,0.291,16307,1481219,39.137,0.431,17844,0.471,62.423,0.016,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
125,Europe,Poland,08/07/2020,36412,257,288.429,1528,7,9.286,962.094,6.791,7.621,40.374,0.185,0.245,29354,1510573,39.913,0.776,19028,0.503,65.971,0.015,50.93,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
126,Europe,Poland,09/07/2020,36689,277,273.429,1542,14,9.286,969.413,7.319,7.225,40.743,0.37,0.245,18781,1529354,40.409,0.496,19025,0.503,69.579,0.014,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
127,Europe,Poland,10/07/2020,36951,262,257.857,1551,9,8.429,976.336,6.923,6.813,40.981,0.238,0.223,19352,1548706,40.921,0.511,18467,0.488,71.617,0.014,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
128,Europe,Poland,11/07/2020,37216,265,258.714,1562,11,7.857,983.338,7.002,6.836,41.272,0.291,0.208,32734,1581440,41.786,0.865,20513,0.542,79.288,0.013,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
129,Europe,Poland,12/07/2020,37521,305,257.429,1568,6,8,991.397,8.059,6.802,41.43,0.159,0.211,13195,1594635,42.134,0.349,20264,0.535,78.717,0.013,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
130,Europe,Poland,13/07/2020,37891,370,277.286,1571,3,7.714,1001.173,9.776,7.327,41.51,0.079,0.204,10709,1605344,42.417,0.283,20062,0.53,72.351,0.014,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
131,Europe,Poland,14/07/2020,38190,299,290.714,1576,5,7.857,1009.073,7.9,7.681,41.642,0.132,0.208,16628,1621972,42.856,0.439,20108,0.531,69.168,0.014,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
132,Europe,Poland,15/07/2020,38457,267,292.143,1588,12,8.571,1016.128,7.055,7.719,41.959,0.317,0.226,19918,1641890,43.383,0.526,18760,0.496,64.215,0.016,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
133,Europe,Poland,16/07/2020,38780,323,298.714,1594,6,7.429,1024.663,8.534,7.893,42.117,0.159,0.196,20016,1661906,43.912,0.529,18936,0.5,63.392,0.016,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
134,Europe,Poland,17/07/2020,39054,274,300.429,1605,11,7.714,1031.902,7.24,7.938,42.408,0.291,0.204,20567,1682473,44.455,0.543,19110,0.505,63.609,0.016,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
135,Europe,Poland,18/07/2020,39407,353,313,1612,7,7.143,1041.229,9.327,8.27,42.593,0.185,0.189,18927,1701400,44.955,0.5,17137,0.453,54.751,0.018,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
136,Europe,Poland,19/07/2020,39746,339,317.857,1618,6,7.143,1050.187,8.957,8.399,42.752,0.159,0.189,13956,1715356,45.324,0.369,17246,0.456,54.257,0.018,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
137,Europe,Poland,20/07/2020,40104,358,316.143,1624,6,7.571,1059.646,9.459,8.353,42.91,0.159,0.2,10091,1725447,45.591,0.267,17158,0.453,54.273,0.018,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
138,Europe,Poland,21/07/2020,40383,279,313.286,1627,3,7.286,1067.018,7.372,8.278,42.989,0.079,0.193,16162,1741609,46.018,0.427,17091,0.452,54.554,0.018,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
139,Europe,Poland,22/07/2020,40782,399,332.143,1636,9,6.857,1077.56,10.543,8.776,43.227,0.238,0.181,19656,1761265,46.537,0.519,17054,0.451,51.345,0.019,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
140,Europe,Poland,23/07/2020,41162,380,340.286,1642,6,6.857,1087.601,10.041,8.991,43.386,0.159,0.181,20985,1782250,47.091,0.554,17192,0.454,50.522,0.02,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
141,Europe,Poland,24/07/2020,41580,418,360.857,1651,9,6.571,1098.645,11.045,9.535,43.623,0.238,0.174,18098,1800348,47.57,0.478,16839,0.445,46.664,0.021,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
142,Europe,Poland,25/07/2020,42038,458,375.857,1655,4,6.143,1110.747,12.101,9.931,43.729,0.106,0.162,20010,1820358,48.098,0.529,16994,0.449,45.214,0.022,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
143,Europe,Poland,26/07/2020,42622,584,410.857,1664,9,6.571,1126.178,15.431,10.856,43.967,0.238,0.174,20010,1820358,48.098,0.529,16951,0.448,41.258,0.024,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
144,Europe,Poland,27/07/2020,43065,443,423,1671,7,6.714,1137.883,11.705,11.177,44.152,0.185,0.177,20010,1847663,48.82,0.529,17459,0.461,41.274,0.024,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
145,Europe,Poland,28/07/2020,43402,337,431.286,1676,5,7,1146.787,8.904,11.396,44.284,0.132,0.185,16440,1864103,49.254,0.434,17499,0.462,40.574,0.025,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
146,Europe,Poland,29/07/2020,43904,502,446,1682,6,6.571,1160.051,13.264,11.784,44.443,0.159,0.174,22969,1887072,49.861,0.607,17972,0.475,40.296,0.025,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
147,Europe,Poland,30/07/2020,44416,512,464.857,1694,12,7.429,1173.58,13.528,12.283,44.76,0.317,0.196,22108,1909180,50.445,0.584,18133,0.479,39.008,0.026,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
148,Europe,Poland,31/07/2020,45031,615,493,1709,15,8.286,1189.829,16.25,13.026,45.156,0.396,0.219,22394,1931574,51.037,0.592,18747,0.495,38.026,0.026,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
149,Europe,Poland,01/08/2020,45688,657,521.429,1716,7,8.714,1207.189,17.36,13.777,45.341,0.185,0.23,21262,1952836,51.599,0.562,18925,0.5,36.295,0.028,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
150,Europe,Poland,02/08/2020,46346,658,532,1721,5,8.143,1224.575,17.386,14.057,45.473,0.132,0.215,16734,1969570,52.041,0.442,19366,0.512,36.402,0.027,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
151,Europe,Poland,03/08/2020,46894,548,547,1731,10,8.571,1239.054,14.48,14.453,45.737,0.264,0.226,11071,1980641,52.333,0.293,18997,0.502,34.729,0.029,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
152,Europe,Poland,04/08/2020,47469,575,581,1732,1,8,1254.247,15.193,15.351,45.764,0.026,0.211,18888,1999529,52.832,0.499,19347,0.511,33.299,0.03,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
153,Europe,Poland,05/08/2020,48149,680,606.429,1738,6,8,1272.215,17.967,16.023,45.922,0.159,0.211,28422,2027951,53.583,0.751,20126,0.532,33.188,0.03,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
154,Europe,Poland,06/08/2020,48789,640,624.714,1756,18,8.857,1289.125,16.91,16.506,46.398,0.476,0.234,21278,2049229,54.146,0.562,20007,0.529,32.026,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
155,Europe,Poland,07/08/2020,49515,726,640.571,1774,18,9.286,1308.308,19.183,16.925,46.873,0.476,0.245,25244,2074473,54.813,0.667,20414,0.539,31.868,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
156,Europe,Poland,08/08/2020,50324,809,662.286,1787,13,10.143,1329.683,21.376,17.499,47.217,0.343,0.268,28307,2102780,55.561,0.748,21421,0.566,32.344,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
157,Europe,Poland,09/08/2020,51167,843,688.714,1800,13,11.286,1351.957,22.274,18.198,47.56,0.343,0.298,20842,2123622,56.111,0.551,22007,0.581,31.954,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
158,Europe,Poland,10/08/2020,51791,624,699.571,1807,7,10.857,1368.445,16.488,18.484,47.745,0.185,0.287,14399,2138021,56.492,0.38,22483,0.594,32.138,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
159,Europe,Poland,11/08/2020,52410,619,705.857,1809,2,11,1384.801,16.355,18.65,47.798,0.053,0.291,20511,2158532,57.034,0.542,22715,0.6,32.181,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
160,Europe,Poland,12/08/2020,52961,551,687.429,1821,12,11.857,1399.359,14.559,18.164,48.115,0.317,0.313,23495,2182027,57.654,0.621,22011,0.582,32.019,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
161,Europe,Poland,13/08/2020,53676,715,698.143,1830,9,10.571,1418.251,18.892,18.447,48.353,0.238,0.279,25177,2207204,58.32,0.665,22568,0.596,32.326,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
162,Europe,Poland,14/08/2020,54487,811,710.286,1844,14,10,1439.68,21.429,18.767,48.723,0.37,0.264,25792,2232996,59.001,0.681,22646,0.598,31.883,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
163,Europe,Poland,15/08/2020,55319,832,713.571,1858,14,10.143,1461.663,21.983,18.854,49.093,0.37,0.268,23730,2256726,59.628,0.627,21992,0.581,30.82,0.032,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
164,Europe,Poland,16/08/2020,56090,771,703.286,1869,11,9.857,1482.035,20.372,18.583,49.384,0.291,0.26,16004,2272730,60.051,0.423,21301,0.563,30.288,0.033,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
165,Europe,Poland,17/08/2020,56684,594,699,1877,8,10,1497.73,15.695,18.469,49.595,0.211,0.264,12778,2285508,60.389,0.338,21070,0.557,30.143,0.033,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
166,Europe,Poland,18/08/2020,57279,595,695.571,1885,8,10.857,1513.451,15.721,18.379,49.806,0.211,0.287,19884,2305392,60.914,0.525,20980,0.554,30.162,0.033,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
167,Europe,Poland,19/08/2020,57876,597,702.143,1896,11,10.714,1529.226,15.774,18.552,50.097,0.291,0.283,27734,2333126,61.647,0.733,21586,0.57,30.743,0.033,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
168,Europe,Poland,20/08/2020,58611,735,705,1913,17,11.857,1548.646,19.421,18.628,50.546,0.449,0.313,24646,2357772,62.298,0.651,21510,0.568,30.511,0.033,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
169,Europe,Poland,21/08/2020,59378,767,698.714,1925,12,11.571,1568.912,20.266,18.462,50.863,0.317,0.306,28666,2386438,63.056,0.757,21920,0.579,31.372,0.032,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
170,Europe,Poland,22/08/2020,60281,903,708.857,1938,13,11.429,1592.772,23.859,18.73,51.207,0.343,0.302,24793,2411231,63.711,0.655,22072,0.583,31.137,0.032,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
171,Europe,Poland,23/08/2020,61181,900,727.286,1951,13,11.714,1616.552,23.78,19.217,51.55,0.343,0.31,18983,2430214,64.212,0.502,22498,0.594,30.934,0.032,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
172,Europe,Poland,24/08/2020,61762,581,725.429,1955,4,11.143,1631.903,15.351,19.168,51.656,0.106,0.294,15332,2445546,64.617,0.405,22863,0.604,31.517,0.032,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
173,Europe,Poland,25/08/2020,62310,548,718.714,1960,5,10.714,1646.383,14.48,18.99,51.788,0.132,0.283,21982,2467528,65.198,0.581,23162,0.612,32.227,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
174,Europe,Poland,26/08/2020,63073,763,742.429,1977,17,11.571,1666.543,20.16,19.617,52.237,0.449,0.306,28311,2495839,65.946,0.748,23245,0.614,31.309,0.032,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
175,Europe,Poland,27/08/2020,63802,729,741.571,1994,17,11.571,1685.805,19.262,19.594,52.686,0.449,0.306,27110,2522949,66.662,0.716,23597,0.623,31.82,0.031,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
176,Europe,Poland,28/08/2020,64689,887,758.714,2010,16,12.143,1709.242,23.437,20.047,53.109,0.423,0.321,24782,2547731,67.317,0.655,23042,0.609,30.37,0.033,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
177,Europe,Poland,29/08/2020,65480,791,742.714,2018,8,11.429,1730.142,20.9,19.624,53.321,0.211,0.302,21075,2568806,67.874,0.557,22511,0.595,30.309,0.033,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
178,Europe,Poland,30/08/2020,66239,759,722.571,2032,14,11.571,1750.197,20.055,19.092,53.69,0.37,0.306,18753,2587559,68.37,0.496,22478,0.594,31.108,0.032,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
179,Europe,Poland,31/08/2020,66870,631,729.714,2033,1,11.143,1766.869,16.673,19.281,53.717,0.026,0.294,12010,2599569,68.687,0.317,22003,0.581,30.153,0.033,39.81,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
180,Europe,Poland,01/09/2020,67372,502,723.143,2039,6,11.286,1780.133,13.264,19.107,53.875,0.159,0.298,28703,2628272,69.445,0.758,22963,0.607,31.754,0.031,37.96,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
181,Europe,Poland,02/09/2020,67922,550,692.714,2058,19,11.571,1794.666,14.532,18.303,54.377,0.502,0.306,24354,2652626,70.089,0.643,22398,0.592,32.334,0.031,37.96,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
182,Europe,Poland,03/09/2020,68517,595,673.571,2078,20,12,1810.387,15.721,17.797,54.906,0.528,0.317,23972,2676598,70.722,0.633,21950,0.58,32.587,0.031,,37846605,124.027,41.8,16.763,10.202,27216.445,227.331,5.91,23.3,33.1,6.62,78.73
